volume_author,prize_author,aRatio,trunc_volumetitle,volume_title,trunc_prizetitle,prize_title,tRatio,original_tRaio,volume_year,prize_year,docid,prize,nationality
"mann, thomas","mann, thomas",100,thomas ma,"the thomas mann reader; selected, arr., and edited by joseph warner angell.",#matchall,#matchall,30,33,1950.0,1929,uc1.32106010847009,nobel,Germany
"mann, thomas","mann, thomas",100,joseph th,"joseph the provider, translated from the german for the first time by h. t. lowe-porter.",#matchall,#matchall,19,22,1944.0,1929,mdp.39015003641076,nobel,Germany
"wharton, edith","wharton, edith",100,sanctuary by edi,sanctuary by edith wharton ; with illustrations by walter appleton clark.,age of innocence,the age of innocence,25,25,1903.0,1921,nyp.33433076074149,pulitzer,US
"wharton, edith","wharton, edith",100,ethan frome,ethan frome,age of inno,the age of innocence,35,36,1911.0,1921,uc2.ark+=13960=t1sf2mx9b,pulitzer,US
"wharton, edith","wharton, edith",100,valley of decisi,the valley of decision a novel.,age of innocence,the age of innocence,50,50,1902.0,1921,nyp.33433076074040,pulitzer,US
"wharton, edith","wharton, edith",100,"house of mirth, ","the house of mirth, by edith wharton ; with illustrations by a. b. wenzell.",age of innocence,the age of innocence,38,38,1905.0,1921,uc1.32106002154331,pulitzer,US
"wharton, edith","wharton, edith",100,fruit of the tre,"the fruit of the tree, by edith wharton; with illustrations by alonzo kimball.",age of innocence,the age of innocence,38,38,1907.0,1921,mdp.39015011001685,pulitzer,US
"wharton, edith","wharton, edith",100,madame de treyme,madame de treymes,age of innocence,the age of innocence,38,38,1907.0,1921,uc2.ark+=13960=t8qb9vx38,pulitzer,US
"wharton, edith","wharton, edith",100,fruit of the tre,the fruit of the tree. with illus. by alonzo kimball.,age of innocence,the age of innocence,38,38,1907.0,1921,uc1.32106014402991,pulitzer,US
"wharton, edith","wharton, edith",100,"descent of man, ","the descent of man, and other stories by edith wharton.",age of innocence,the age of innocence,38,38,1908.0,1921,mdp.39015012853621,pulitzer,US
"wharton, edith","wharton, edith",100,hermit and the w,"the hermit and the wild woman, and other stories.",age of innocence,the age of innocence,25,25,1908.0,1921,uc1.32106018280740,pulitzer,US
"wharton, edith","wharton, edith",100,tales of men and,tales of men and ghosts,age of innocence,the age of innocence,50,50,1910.0,1921,uc2.ark+=13960=t6qz23d1g,pulitzer,US
"wharton, edith","wharton, edith",100,reef a novel by ,the reef a novel by edith wharton.,age of innocence,the age of innocence,38,38,1912.0,1921,njp.32101013092984,pulitzer,US
"wharton, edith","wharton, edith",100,touchstone.,the touchstone.,age of inno,the age of innocence,17,18,1900.0,1921,uc1.32106002154513,pulitzer,US
"wharton, edith","wharton, edith",100,custom of the co,"the custom of the country, by edith wharton.",age of innocence,the age of innocence,38,38,1913.0,1921,nyp.33433076079122,pulitzer,US
"wharton, edith","wharton, edith",100,greater inclinat,the greater inclination; the touchstone by edith wharton.,age of innocence,the age of innocence,44,44,1914.0,1921,nyp.33433076079254,pulitzer,US
"wharton, edith","wharton, edith",100,"descent of man, ","the descent of man, and other stories [and] madame de treymes.",age of innocence,the age of innocence,38,38,1914.0,1921,wu.89099247587,pulitzer,US
"wharton, edith","wharton, edith",100,"xingu, and other","xingu, and other stories.",age of innocence,the age of innocence,31,31,1916.0,1921,mdp.39015019960767,pulitzer,US
"wharton, edith","wharton, edith",100,summer a novel.,summer a novel.,age of innocenc,the age of innocence,40,40,1917.0,1921,nyp.33433076079056,pulitzer,US
"wharton, edith","wharton, edith",100,marne by edith w,the marne by edith wharton.,age of innocence,the age of innocence,31,31,1918.0,1921,njp.32101068605771,pulitzer,US
"wharton, edith","wharton, edith",100,age of innocence,"the age of innocence, by edith wharton ...",age of innocence,the age of innocence,100,100,1920.0,1921,nyp.33433076079080,pulitzer,US
"wharton, edith","wharton, edith",100,glimpses of the ,the glimpses of the moon by edith wharton.,age of innocence,the age of innocence,44,44,1922.0,1921,nyp.33433076079106,pulitzer,US
"wharton, edith","wharton, edith",100,crucial instance,"crucial instances,",age of innocence,the age of innocence,44,44,1901.0,1921,uc1.b3864885,pulitzer,US
"cather, willa","cather, willa",100,rites of co,rites of compassion willa cather and gustave flaubert ; introduced by mary gordon,one of ours,one of ours,54,55,1947.0,1923,uc1.32106019562211,pulitzer,US
"mann, thomas","mann, thomas",100,confessio,"confessions of felix krull, confidence man the early years thomas mann ; translated from the german by denver lindley.",#matchall,#matchall,8,11,1955.0,1929,inu.30000025899661,nobel,Germany
"wharton, edith","wharton, edith",100,a gift from the ,a gift from the grave by edith wharton.,age of innocence,the age of innocence,38,38,1900.0,1921,njp.32101068605789,pulitzer,US
"mann, thomas","mann, thomas",100,black swa,the black swan; translated from the german by willard r. trask.,#matchall,#matchall,30,33,1954.0,1929,uc1.32106008980135,nobel,Germany
"mann, thomas","mann, thomas",100,death in ,"death in venice, and seven other stories; translated from the german by h. t. lowe-porter.",#matchall,#matchall,30,33,1954.0,1929,mdp.39015004005883,nobel,Germany
"wharton, edith","wharton, edith",100,greater inclinat,the greater inclination by edith wharton.,age of innocence,the age of innocence,44,44,1899.0,1921,mdp.39015010759838,pulitzer,US
"mann, thomas","mann, thomas",100,stories a,stories and episodes. introd. by erich heller.,#matchall,#matchall,19,22,1955.0,1929,mdp.39015000241391,nobel,Germany
"mann, thomas","mann, thomas",100,six early,six early stories thomas mann ; translated from the german by peter constantine ; edited by burton pike.,#matchall,#matchall,19,22,1955.0,1929,mdp.39015061325083,nobel,Germany
"mitchell, margaret","mitchell, margaret",100,before scarlett gi,before scarlett girlhood writings of margaret mitchell edited by jane eskridge.,gone with the wind,gone with the wind,39,39,1949.0,1937,mdp.39015050241549,pulitzer,US
"mann, thomas","mann, thomas",100,death in ,"death in venice, tonio kröger, and other writings thomas mann ; edited by frederick a. lubich ; foreword by harold bloom.",#matchall,#matchall,30,33,1955.0,1929,mdp.39015048770245,nobel,Germany
"mitchell, margaret","mitchell, margaret",100,lost laysen margar,lost laysen margaret mitchell ; edited by debra freer.,gone with the wind,gone with the wind,28,28,1949.0,1937,mdp.39015037492579,pulitzer,US
"mann, thomas","mann, thomas",100,stories o,stories of a lifetime.,#matchall,#matchall,8,11,1955.0,1929,mdp.39015002139965,nobel,Germany
"mann, thomas","mann, thomas",100,nocturnes,nocturnes. with lithographs by lynd ward.,#matchall,#matchall,8,11,1934.0,1929,mdp.39015008909916,nobel,Germany
"mann, thomas","mann, thomas",100,death in ,death in venice. translated from the german by kenneth burke.,#matchall,#matchall,30,33,1924.0,1929,mdp.39015020680040,nobel,Germany
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,shadowed ,shadowed paths. [edited by philippa hentges. translated from the russian by olga shartse],#matchall,#matchall,19,22,1950.0,1933,uc1.b4395869,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,mitya's l,"mitya's love, by ivan bunin, translated from the french by madelaine boyd, with an introduction by ernest boyd.",#matchall,#matchall,41,44,1926.0,1933,mdp.39015003559088,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,wolves & ,wolves & other love stories ivan bunin ; translated from the russian by mark c. scott.,#matchall,#matchall,8,11,1953.0,1933,mdp.39015017926208,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,gentleman,"the gentleman from san francisco, and other stories, by i.a. bunin.",#matchall,#matchall,19,22,1923.0,1933,uiuo.ark+=13960=t00002z3m,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,village; ,"the village; authorized translation from the russian of ivan buni, by isabel f. hapgood.",#matchall,#matchall,19,22,1923.0,1933,uc1.b4084477,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,dreams of,"the dreams of chang, and other stories; authorized translation from the russian of ivan bunin, by bernard guilbert guerney.",#matchall,#matchall,8,11,1923.0,1933,uc1.b4386988,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,night of ,night of denial stories and novellas ivan bunin ; translated from the russian and with notes and an afterword by robert bowie,#matchall,#matchall,8,11,1953.0,1933,uc1.32106018613668,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,village; ,"the village; authorized translation from the russian of ivan bunin, by isabel f. hapgood.",#matchall,#matchall,19,22,1923.0,1933,uc1.32106001599841,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,long ago ,long ago fourteen stories ivan bunin ; translated by david richards and sophie lund ; with an introduction by david richards.,#matchall,#matchall,8,11,1953.0,1933,uc1.32106005569873,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,in a far ,in a far distant land selected stories ivan bunin ; translated by robert bowie.,#matchall,#matchall,19,22,1953.0,1933,mdp.39015008100367,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,shadowed ,shadowed paths [and other stories. translated from the russian by olga shartse. edited by philippa hentges],#matchall,#matchall,19,22,1953.0,1933,mdp.39015005082840,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,dark aven,"dark avenues, and other stories by ivan bunin ; translated from the russian by richard hare.",#matchall,#matchall,19,22,1949.0,1933,inu.32000002913129,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,grammar o,"grammar of love, by ivan bunin; translated by john cournos.",#matchall,#matchall,19,22,1934.0,1933,uc1.b4395868,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,fifteen t,fifteen tales by ivan bunin ; [authorised translation from the original russian text by isabel f. hapgood.],#matchall,#matchall,8,11,1924.0,1933,uc1.b4084475,nobel,USSR
"bunin, ivan alekseevich","bunin, ivan alekseyevich",98,elaghin a,the elaghin affair and other stories [by] ivan bunin; selected and translated from the original russian by bernard guilbert guerney.,#matchall,#matchall,30,33,1935.0,1933,uc1.32106006749938,nobel,USSR
"man, thomas","mann, thomas",96,a picture,"a picture of woonsocket; or, the truth in its nudity; to which is added translations from the best french, spanish and italian writers.",#matchall,#matchall,19,22,1835.0,1929,nyp.33433074788724,nobel,Germany
