,raw_pub,best_match,best_match_prob
568,NY Times pi Ag,N Y Times,73.66666666666667
569,_ Books,Books,94.33333333333333
570,Christian Science Monitor plO Jl,Christian Science Monitor,96.0
571,Spec 156:11S6 Je,Spec,80.0
572,Times [London) Lit Sup,Times [London] Lit Sup,98.33333333333333
573,Books pi Mr,Books,87.33333333333333
574,-| Chicago Daily Tribune,Chicago Daily Tribune,100.0
575,-I Boston Transcript,Boston Transcript,98.0
576,Books plO O IS,Books plO,92.66666666666667
577,-| Christian Century,Christian Century,100.0
578,'+ N Y Times,N Y Times,100.0
579,Boston Transcript pi S,Boston Transcript,95.66666666666667
580,Horn Bk M 12:3(17 N,Horn Bk,84.66666666666667
581,Books pi Jl,Books,87.33333333333333
582,h Cath World,Cath World,97.0
583,-i New Statesman & Nation,New Statesman & Nation,98.33333333333333
584,NY Post,N Y  Post,86.33333333333333
585,N Y Times pi Jl,N Y Times,91.66666666666667
586,Springf d Republican,Springfield Republican,85.66666666666667
587,-j Ann Am Acad,Ann Am Acad,97.33333333333333
588,-I Survey Q,Survey,91.66666666666667
589,N Y Time*,N Y Times,92.33333333333333
590,Books pit S,Books,87.33333333333333
591,Books pis O,Books,87.33333333333333
592,Scientific Bk Club R,Int Bk R,51.0
593,Yale R n s 27:viii autumn,Yale R,79.66666666666667
594,Books pit Mr,Books,86.33333333333333
595,-) New Repub,New Repub,100.0
596,Chicago Daily Tribune pll As,Chicago Daily Tribune,95.33333333333333
597,f- NY Times,N Y Times,84.0
598,-r Canadian Forum,Canadian Forum,97.66666666666667
599,N Y Times pl Je,N Y Times,91.66666666666667
600,N Y Times plO O,N Y Times,91.66666666666667
601,-) Atlantic Ag,Atlantic,94.66666666666667
602,"tary literary quality."" I. M. Paterson (- Books",Books,74.0
603,Cath World-,Cath World,100.0
604,-( New Repub,New Repub,100.0
605,h New Statesman & Nation,New Statesman & Nation,98.33333333333333
606,"fiction can afford to neglect."" J. D. Adams N Y Times pi Jl",N Y Times,76.0
607,"No ,Am",No Am,93.33333333333333
608,R of Ri,R of Rs,86.0
609,Reviewed by Helen MacAfee h Yale R n a,Yale R,75.66666666666667
610,r- N Y Times,N Y Times,96.66666666666667
611,'Times [London] Lit Sup,Times [London] Lit Sup,100.0
612,Atlantic Je,Atlantic,94.66666666666667
613,Times rLondon] Lit Sup,Times [London] Lit Sup,97.0
614,Chicago Daily Tribune plO Ja,Chicago Daily Tribune,95.33333333333333
615,Forum 96:iv- S,Forum,85.33333333333333
616,-} NY Times pi Ag,N Y Times,73.66666666666667
617,Yale R n s 26:viii autumn,Yale R,79.66666666666667
618,-I Sat R,Sat R,94.33333333333333
619,■\ Spec,Spec,100.0
620,^ Times [London] Lit Sup,Times [London] Lit Sup,100.0
621,Christian Science Monitor plS My,Christian Science Monitor,96.0
622,Boston Transcript pS Ap,Boston Transcript,95.0
623,-I Christian Science Monitor,Christian Science Monitor,98.66666666666667
624,NY Herald Tribune,Books (N Y Herald Tribune),87.33333333333333
625,N Y Times plO Mr,N Y Times,90.66666666666667
626,-f- N Y Times,N Y Times,96.66666666666667
627,h Christian Science Monitor,Christian Science Monitor,98.66666666666667
628,-\ Manchester Guardian,Manchester Guardian,100.0
629,_ Time,Time,93.33333333333333
630,'+ Horn Bk M,Horn Bk,96.0
631,N Y Times pll N,N Y Times,91.66666666666667
632,Times [London] Lit Sup pll Ja,Times [London] Lit Sup,95.0
633,Boston Transcript pS Mr,Boston Transcript,95.0
634,■i NY Times,N Y Times,84.0
635,Spec 155:sup30 N,Spec,80.0
636,-;- Times [London] Lit Sup,Times [London] Lit Sup,100.0
637,Sprlnaf'd Republican,Springfield Republican,71.33333333333333
638,Yale R n s 25:xil summer,Yale R,80.0
639,Yale R n s 2B:vl summer,Yale R,80.33333333333333
640,Current Hist 43:vii Mr,Current Hist,90.33333333333333
641,-I Atlantic F,Atlantic,93.33333333333333
643,NY Times pS O,N Y Times,75.33333333333333
644,Times | London] Lit Sup,Times [London] Lit Sup,97.0
645,Books pi My,Books,87.33333333333333
646,Books pS Ja,Books,87.33333333333333
647,tManchester Guardian,Manchester Guardian,98.0
648,"guise of entertainment."" J. S. Southron h N Y Times",N Y Times,77.33333333333333
649,-) Times [London] Lit Sup,Times [London] Lit Sup,100.0
650,. Booklist,Booklist,100.0
651,•+- Commonweal,Commonweal,100.0
652,Sprlnflfd Republican,Springfield Republican,74.66666666666667
653,-| New Statesman & Nation,New Statesman & Nation,100.0
654,Christian Science Monitor plO D,Christian Science Monitor,96.33333333333333
655,"heavy labor of getting through to them."" h Springf'd Republican",Springfield Republican,66.0
656,h Time,Time,93.33333333333333
657,-j Boston Transcript,Boston Transcript,98.0
658,Am J Pub Health,Pub W,61.666666666666664
659,-I Springf'd Republican,Springfield Republican,84.66666666666667
660,"well drawn, even impressive at times."" N. L. R. h Sat R of Lit",Sat R of Lit,78.33333333333333
661,"pathos that is true and unforced."" S. R. New Repub",New Repub,77.66666666666667
662,h Books plO Ap,Books plO,92.66666666666667
663,"Springf'd Republican p,e Ap",Springfield Republican,77.33333333333333
664,Books pS Mr,Books,87.33333333333333
665,-| Christian Science Monitor pll D,Christian Science Monitor,96.33333333333333
666,-r Boston Transcript,Boston Transcript,98.0
667,Canadian Forum 16:3!) N,Canadian Forum,93.33333333333333
668,-i Sat R of Lit,Sat R of Lit,97.33333333333333
669,•i Chicago Dally Tribune,Chicago Daily Tribune,92.33333333333333
670,-j New Statesman & Nation,New Statesman & Nation,98.33333333333333
671,Sprlngf'd Republican pTe S,Springfield Republican,74.66666666666667
672,Books pi D t,Books,86.33333333333333
673,f- Atlantic Je,Atlantic,92.0
674,Books pi Ap,Books,87.33333333333333
675,h Christian Science Monitor plO My,Christian Science Monitor,95.0
676,-I NY Times pi Ap,N Y Times,72.0
677,Yale R n ■,Yale R,95.33333333333333
678,Books pis Mr,Books,86.33333333333333
679,Books plO D,Books plO,96.66666666666667
680,N Y Times plS Ag,N Y Times,90.66666666666667
681,•f N Y Times,N Y Times,96.66666666666667
682,Chicago Daily Tribune plO Mr,Chicago Daily Tribune,95.33333333333333
683,N Y Times pi N,N Y Times,92.66666666666667
684,Crozer Q,Crozer Q,100.0
685,Wilson Bulletin,Wilson bulletin,97.66666666666667
686,Christian Science Monitor pll O,Christian Science Monitor,96.33333333333333
687,-f- Atlantic Ap,Atlantic,92.0
688,Books pi Ja,Books,87.33333333333333
689,-J Canadian Forum,Canadian Forum,97.66666666666667
690,h R of Rs,R of Rs,96.0
691,"thumping absence of articles."" M. E. Walker h N Y Times",N Y Times,76.66666666666667
692,'+'— Christian Science Monitor plO D,Christian Science Monitor,96.33333333333333
693,Manchester Guardian pll D,Manchester Guardian,95.33333333333333
694,Boston Transcript p( Ag,Boston Transcript,95.66666666666667
695,laCe N Y Times,N Y Times,92.66666666666667
696,Chicago Dally Tribune pll Ag,Chicago Daily Tribune,86.66666666666667
697,Christian Science Monitor plO Ja,Christian Science Monitor,96.0
698,Yale R n s 25:xil spring,Yale R,80.0
699,Times LLondon] Lit Sup,Times [London] Lit Sup,97.0
700,Books pH O,Books,89.0
701,Yale R n s 2o:vi summer,Yale R,80.33333333333333
702,'+ Boston Transcript,Boston Transcript,100.0
703,-\ Sat R of Lit,Sat R of Lit,100.0
704,Times [LondonJ Lit Sup,Times [London] Lit Sup,97.0
705,-) Books pS My,Books,87.33333333333333
706,Spec 157:sup42 N,Spec,80.0
707,•f Christian Science Monitor plO Ja,Christian Science Monitor,95.0
708,Times [London] Lit Sup plOlS D,Times [London] Lit Sup,94.33333333333333
709,"muffled his theme."" Ferner Nuhn h Books",Books,74.66666666666667
710,Spec 155:sup40 N,Spec,80.0
711,New Statesman i. Nation,New Statesman & Nation,95.33333333333333
712,NY Times plG O,N Y Times,73.66666666666667
713,■ Boston Transcript,Boston Transcript,100.0
714,-) Christian Science Monitor,Christian Science Monitor,100.0
715,-| Springf'd Republican,Springfield Republican,87.33333333333333
716,f- Books,Books,94.33333333333333
717,h No Am,No Am,94.33333333333333
718,Times [London] Lit Sup poSS J!,Times [London] Lit Sup,95.0
719,-\ Times [London] Lit Sup,Times [London] Lit Sup,100.0
720,+' Manchester Guardian,Manchester Guardian,100.0
721,Times [London] Lit Sup pll4 F,Times [London] Lit Sup,95.0
722,Sprlngf d Republican,Springfield Republican,80.66666666666667
723,-i Times [London] Lit Sup,Times [London] Lit Sup,98.33333333333333
724,Christian Science Monitor pU D,Christian Science Monitor,97.0
725,Books pll D,Books,87.33333333333333
726,Manchester Guardian p xvii D,Manchester Guardian,93.66666666666667
727,r- New Statesman & Nation,New Statesman & Nation,98.33333333333333
728,(- Spec,Spec,100.0
729,Chicago Daily Tribune plo N,Chicago Daily Tribune,96.0
730,"guess-work."" George Vernadsky f- Books",Books,75.0
731,Springf'd Republican plO Ap,Springfield Republican,77.33333333333333
732,h Spec,Spec,93.33333333333333
733,Times [London] Lit Sup pi,Times [London] Lit Sup,97.66666666666667
734,-•• Chicago Dally Tribune,Chicago Daily Tribune,95.0
735,f- Boston Transcript po Mr,Boston Transcript,93.66666666666667
736,Books pi t S,Books,86.33333333333333
737,■+- Boston Transcript,Boston Transcript,100.0
738,-f- Times [London] Lit Sup,Times [London] Lit Sup,98.33333333333333
739,-J Christian Science Monitor,Christian Science Monitor,98.66666666666667
740,Sprlngf'd Republican plO Je,Springfield Republican,73.33333333333333
741,Am Hist R,Lit R,64.66666666666667
743,Books pi N,Books,89.0
744,h N Y Times plO N,N Y Times,89.66666666666667
745,Springf'd Republican plO D,Springfield Republican,79.66666666666667
746,Books pll Ag SO,Books,83.33333333333333
747,Forum 95:vlll Ap,Forum,82.66666666666667
748,Sprlngf'd Republican pll My,Springfield Republican,73.33333333333333
749,Christian Science Monitor pH O,Christian Science Monitor,97.0
750,Yale R n s 26:viil winter,Yale R,79.66666666666667
751,-I Chicago Dally Tribune,Chicago Daily Tribune,92.33333333333333
752,h Christian Science Monitor plO S,Christian Science Monitor,95.33333333333333
753,Manchester Guardian pT O,Manchester Guardian,96.0
754,Christian Science Monitor pll S,Christian Science Monitor,96.33333333333333
755,h Chicago Daily Tribune pH Je,Chicago Daily Tribune,94.66666666666667
756,r N Y Times,N Y Times,96.66666666666667
757,Times | London J Lit Sup,Times [London] Lit Sup,92.33333333333333
758,^ New Statesman & Nation,New Statesman & Nation,100.0
759,-f- Christian Science Monitor,Christian Science Monitor,98.66666666666667
760,NY Times plO Mr,N Y Times,72.66666666666667
761,"penetrates the surface of events."" T. P., Jr. Sat R of Lit",Sat R of Lit,79.33333333333333
762,Springf'd Republican pTe F,Springfield Republican,78.66666666666667
763,Chicago Daily Tribune pi,Chicago Daily Tribune,97.66666666666667
764,"not easily put out."" William Plomer (- Spec",Spec,73.0
765,"some Important defects."" H. V. Hodson h Spec",Spec,72.66666666666667
766,Boston Transcript pi Ja,Boston Transcript,95.0
767,Springrd Republican,Springfield Republican,85.0
768,-f- Manchester Guardian,Manchester Guardian,98.33333333333333
769,-N Y Times,N Y Times,100.0
771,-i Cath World,Cath World,97.0
772,Cleveland Open Shelf pig O,Cleveland Open Shelf,95.66666666666667
773,Books pH S,Books,89.0
774,Current Hist 43:xli F,Current Hist,91.0
775,".J""""1"" [London] Lit Sup",Times [London] Lit Sup,79.66666666666667
776,N Y Times plO Ag,N Y Times,90.66666666666667
777,"pretation of those facts."" H. S. Commager Books",Books,73.66666666666667
778,"account of social reformation."" Harold Strauss r- N Y Times",N Y Times,76.0
779,-| Book*,Books,86.0
780,Books pll Ja E,Books,84.33333333333333
781,-I Chicago Daily Tribune,Chicago Daily Tribune,98.33333333333333
782,h Books plO Ag,Books plO,92.66666666666667
783,"hope for Mr. Fredenburgh's future."" E. H. W. r- N Y Times",N Y Times,77.0
784,Times [London] Lit Sup pll7 F,Times [London] Lit Sup,95.0
785,f- Spec,Spec,93.33333333333333
786,-) Times [London] Lit Sup pll3 F,Times [London] Lit Sup,95.0
787,Boston Transcript pi Ac,Boston Transcript,95.0
788,"downright embarrassing."" Lucy Tompkins h N Y Times",N Y Times,77.33333333333333
789,"pleases and only man is dull."" N. L. R. Sat R of Lit",Sat R of Lit,80.33333333333333
790,Sprlnflf'd Republican,Springfield Republican,70.33333333333333
791,Library Q,Library J,85.33333333333333
792,Springf'd Republican plO Jl,Springfield Republican,77.33333333333333
793,Kirkus,Kirkus,100.0
794,Sprlngf'd Republican plOB My,Springfield Republican,72.66666666666667
795,San Francisco Chronicle,San Francisco Chronicle,100.0
796,Sat R Of Lit,Sat R of Lit,97.33333333333333
797,New Yorker,New Yorker,100.0
798,Chicago Sun Je,Chicago Sun Book Week,79.0
799,Klrkus,Kirkus,83.0
800,N Y Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,100.0
801,-;- Sat R of Lit,Sat R of Lit,100.0
802,i Christian Science Monitor,Christian Science Monitor,98.66666666666667
803,Chicago Sun Jl,Chicago Sun Book Week,79.0
804,h Library J,Library J,96.66666666666667
805,^PUSS [London] Lit Sup,Times [London] Lit Sup,78.0
806,J NY Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,94.66666666666667
807,Springf'd Republican plOB My,Springfield Republican,76.66666666666667
808,Horn Bk,Horn Bk,100.0
809,Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,92.0
810,N,N,100.0
811,San Francisco Chronicle plO Ja,San Francisco Chronicle,95.66666666666667
812,NY Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,96.33333333333333
813,"direct support of the Taft education bill."" h New Yorker",New Yorker,77.0
814,School & Society,School & Society,100.0
815,Wli Lib Bui,Wis Lib Bui,91.0
816,Yale R n a,Yale R,91.66666666666667
817,Christian Science Monitor plfi Mr,Christian Science Monitor,95.33333333333333
818,-J Sat R of Lit,Sat R of Lit,97.33333333333333
819,Springf'd Republican plOB Ap,Springfield Republican,76.66666666666667
820,Atlantic,Atlantic,100.0
821,Times [London] Lit Sup pill Ag,Times [London] Lit Sup,94.33333333333333
822,WIs Lib Bui,Wis Lib Bui,97.0
823,h Chicago Sun D,Chicago Sun Book Week,75.33333333333333
824,Wit Lib Bul,Wis Lib Bui,82.0
825,•i NY Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,94.66666666666667
826,Sprlngf'd Republican pSB Ja,Springfield Republican,73.33333333333333
827,Chicago Sun,Chicago Sun Book Week,89.66666666666667
828,-) Sat R of Lltf,Sat R of Lit,89.33333333333333
829,Chicago Sun F,Chicago Sun Book Week,83.0
830,U S Quarterly Bkl,U S Quarterly Bkl,100.0
832,h N Y Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,99.0
833,Chicago Sun Ag,Chicago Sun Book Week,81.0
834,Klrkui,Kirkus,67.0
835,-I Library J,Library J,96.66666666666667
836,-| Klrkus,Kirkus,83.0
837,Chicago Sun D,Chicago Sun Book Week,83.0
838,j New Yorker,New Yorker,97.0
839,Sprlngf'd Republican plOC D,Springfield Republican,74.33333333333333
840,-I Atlantic,Atlantic,96.33333333333333
841,Chicago Sun pSX Je,Chicago Sun Book Week,68.0
842,Manchester Guardian pli Je,Manchester Guardian,94.66666666666667
843,San Francisco Chronicle pll My,San Francisco Chronicle,95.66666666666667
844,Springf'd Republican plOB Je,Springfield Republican,76.66666666666667
845,San Francisco Chronicle plS Je,San Francisco Chronicle,95.66666666666667
846,S,S,100.0
847,Klrku«,Kirkus,71.0
848,-: New Yorker,New Yorker,100.0
849,Chicago Sun Ja,Chicago Sun Book Week,79.0
850,Chicago Sun My,Chicago Sun Book Week,79.0
851,Chicago Sun pSX O,Chicago Sun Book Week,71.0
852,N Y Times pi O,N Y Times,92.66666666666667
853,• Springf'd Republican,Springfield Republican,86.0
854,H- N Y Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,99.0
855,San Francltco Chronicle,San Francisco Chronicle,91.0
856,San Francisco Chronicle plD S,San Francisco Chronicle,96.0
857,", Churchman",Churchman,100.0
858,"hinder the narrative."" Robert Halsband r Sat R of Lit",Sat R of Lit,79.33333333333333
859,Chicago Sun Ap,Chicago Sun Book Week,81.0
860,•!- Kirkus,Kirkus,100.0
861,h Kirkus,Kirkus,95.33333333333333
862,e+OIL Sat R of Lit,Sat R of Lit,93.33333333333333
863,:- Horn Bk,Horn Bk,100.0
864,i _ NY Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,92.66666666666667
865,Chicago Sun O,Chicago Sun Book Week,83.0
866,-i Library J,Library J,96.66666666666667
867,Sprinof'd Republican plOB Je,Springfield Republican,72.66666666666667
868,"one is entitled to suspect sensationalism."" h New Yorker",New Yorker,77.0
869,San Francisco Chronicle pit Ja,San Francisco Chronicle,95.66666666666667
870,Wls Lib Bui,Wis Lib Bui,91.0
871,ChlcaQO Sun,Chicago Sun Book Week,61.666666666666664
872,N Y Times plO F,N Y Times,91.66666666666667
873,Catn World,Cath World,90.0
874,Wii Lib Bui,Wis Lib Bui,91.0
875,Klrku*,Kirkus,71.0
876,N Y Times plS My,N Y Times,90.66666666666667
877,NY Times pi D,N Y Times,75.33333333333333
878,V' Christian Science Monitor,Christian Science Monitor,98.66666666666667
879,N Y Tlmet,N Y Times,78.0
880,WIs Lib But,Wis Lib Bui,88.0
881,•!- San Francisco Chronicle,San Francisco Chronicle,100.0
882,"affect the author as well."" John Farrelly h New Repub",New Repub,76.66666666666667
883,h New Yorker,New Yorker,97.0
884,Christian Science Monitor pfl N,Christian Science Monitor,96.33333333333333
885,"+NNi4 VeVow"" Trlbune Wkly Bk R",N Y Herald Tribune Wkly Bk R,67.66666666666667
886,-| New Yorker,New Yorker,100.0
887,-H N Y Times,N Y Times,96.66666666666667
888,Wil Lib Bui,Wis Lib Bui,91.0
889,Springf'd Republican plOC D,Springfield Republican,78.66666666666667
890,•f Klrkus,Kirkus,75.0
891,-f- N Y Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,99.0
892,"witty things to tell us."" Seymour Krim h N Y Times",N Y Times,77.33333333333333
893,N Y Time* pll N,Time,81.33333333333333
894,Sprlngf'd Republican plEA Jl,Springfield Republican,72.66666666666667
895,earlier work.^ [London] L|t Sup,Times [London] Lit Sup,68.0
896,-| NY Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,97.0
897,N Y Times pB My,N Y Times,91.66666666666667
898,San Franclico Chronicle,San Francisco Chronicle,96.0
899,Kirkui,Kirkus,83.0
900,) San Francisco Chronicle,San Francisco Chronicle,100.0
901,Wis Lib But,Wis Lib Bui,91.0
902,-\ Library J,Library J,100.0
903,.San Francisco Chronicle,San Francisco Chronicle,100.0
904,r- Kirkus,Kirkus,95.33333333333333
905,•i Sat R of Lit,Sat R of Lit,97.33333333333333
906,-I Commonweal,Commonweal,97.0
907,Kirkut,Kirkus,83.0
908,•I- N Y Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,99.0
909,-t- Library J,Library J,96.66666666666667
910,Wit Lib Bui,Wis Lib Bui,91.0
911,Chicago Sun N,Chicago Sun Book Week,83.0
912,Sprlngf'd Republican pll.V Je,Springfield Republican,72.0
913,-f- Library J,Library J,96.66666666666667
914,Christian Science Monitor pll S SO,Christian Science Monitor,95.0
915,N V Herald Tribune Wkly Bk R,N Y Herald Tribune Wkly Bk R,95.0
916,San Francisco Chronicle plS My,San Francisco Chronicle,95.66666666666667
917,Chicago Sun Mr,Chicago Sun Book Week,79.0
918,", Sat R of Lit",Sat R of Lit,100.0
919,San Francisco Chronicle plO Jl,San Francisco Chronicle,95.66666666666667
920,: San Francisco Chronicle,San Francisco Chronicle,100.0
921,San Francisco Chronicle plO Ag,San Francisco Chronicle,95.66666666666667
922,"Kirkus Hi.:, Ja",Kirkus,89.0
